2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-6.89%,-7.07%,23,20.00%,训练期 (2018-2020),20.00%,1.63,信号限速测试,6.57%,13.54%,10.27%,6.12%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,66.67%,1.3252,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,验证期 (2021-2026),20.00%,1.90,信号限速测试,6.57%,12.58%,11.16%,5.64%,固定仓位限速_20%_周变20pct,58.23%,-4.98%,68.25%,1.7027,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2018年,20.00%,0.83,信号限速测试,6.57%,12.98%,4.05%,4.95%,固定仓位限速_20%_周变20pct,58.23%,-4.78%,66.67%,1.0383,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2019年,20.00%,2.42,信号限速测试,6.57%,14.02%,14.33%,5.60%,固定仓位限速_20%_周变20pct,58.23%,-3.51%,66.67%,1.1385,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2020年,20.00%,1.61,信号限速测试,6.57%,13.59%,12.57%,7.51%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,66.67%,1.1210,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2021年,20.00%,1.60,信号限速测试,6.57%,14.11%,10.81%,6.57%,固定仓位限速_20%_周变20pct,58.23%,-3.47%,66.67%,1.1041,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2022年,20.00%,1.10,信号限速测试,6.57%,11.89%,6.84%,6.20%,固定仓位限速_20%_周变20pct,58.23%,-4.98%,58.33%,1.0656,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2023年,20.00%,2.90,信号限速测试,6.57%,12.17%,10.90%,3.59%,固定仓位限速_20%_周变20pct,58.23%,-2.05%,58.33%,1.1044,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2024年,20.00%,2.11,信号限速测试,6.57%,11.29%,12.57%,5.68%,固定仓位限速_20%_周变20pct,58.23%,-2.77%,75.00%,1.1204,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2025年,20.00%,2.30,信号限速测试,6.57%,13.25%,12.47%,5.18%,固定仓位限速_20%_周变20pct,58.23%,-2.86%,75.00%,1.1200,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2026年,20.00%,2.58,信号限速测试,6.57%,13.42%,21.54%,7.68%,固定仓位限速_20%_周变20pct,58.23%,-2.75%,100.00%,1.0443,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,全局 (Total),20.00%,1.87,信号限速测试,6.72%,12.90%,10.62%,5.49%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-7.22%,68.69%,2.2223,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,训练期 (2018-2020),20.00%,1.71,信号限速测试,6.72%,13.50%,9.95%,5.64%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-7.22%,66.67%,1.3142,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,验证期 (2021-2026),20.00%,1.96,信号限速测试,6.72%,12.56%,11.01%,5.41%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-4.98%,69.84%,1.6911,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2018年,20.00%,0.86,信号限速测试,6.72%,12.97%,4.12%,4.81%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-4.67%,66.67%,1.0390,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2019年,20.00%,2.77,信号限速测试,6.72%,13.93%,13.88%,4.73%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.65%,66.67%,1.1341,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2020年,20.00%,1.64,信号限速测试,6.72%,13.58%,11.98%,7.07%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-7.22%,66.67%,1.1153,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2021年,20.00%,1.71,信号限速测试,6.72%,14.09%,11.11%,6.29%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-3.30%,66.67%,1.1070,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2022年,20.00%,1.15,信号限速测试,6.72%,11.89%,7.17%,6.18%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-4.98%,66.67%,1.0688,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2023年,20.00%,2.82,信号限速测试,6.72%,12.17%,10.58%,3.59%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.05%,58.33%,1.1014,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2024年,20.00%,2.30,信号限速测试,6.72%,11.26%,11.72%,4.86%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.69%,75.00%,1.1123,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2025年,20.00%,2.26,信号限速测试,6.72%,13.21%,12.05%,5.09%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.86%,75.00%,1.1160,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,2026年,20.00%,2.68,信号限速测试,6.72%,13.38%,22.14%,7.57%,波动率调整限速_20%_目标15%_周变20pct,58.23%,-2.75%,100.00%,1.0454,15.00%,7.95%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,全局 (Total),30.00%,1.89,波动率调整测试,6.66%,12.90%,10.46%,5.34%,波动率调整_30%_目标8%,58.55%,-7.20%,68.69%,2.1975,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,训练期 (2018-2020),30.00%,1.70,波动率调整测试,6.66%,13.49%,9.45%,5.41%,波动率调整_30%_目标8%,58.55%,-7.20%,66.67%,1.2972,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,验证期 (2021-2026),30.00%,2.00,波动率调整测试,6.66%,12.55%,11.04%,5.31%,波动率调整_30%_目标8%,58.55%,-4.98%,69.84%,1.6941,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2018年,30.00%,0.94,波动率调整测试,6.66%,12.99%,4.38%,4.66%,波动率调整_30%_目标8%,58.55%,-4.24%,66.67%,1.0415,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2019年,30.00%,2.82,波动率调整测试,6.66%,13.90%,13.07%,4.40%,波动率调整_30%_目标8%,58.55%,-2.44%,66.67%,1.1263,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2020年,30.00%,1.56,波动率调整测试,6.66%,13.58%,11.00%,6.83%,波动率调整_30%_目标8%,58.55%,-7.20%,66.67%,1.1059,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2021年,30.00%,1.81,波动率调整测试,6.66%,14.07%,11.51%,6.11%,波动率调整_30%_目标8%,58.55%,-3.30%,66.67%,1.1108,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2022年,30.00%,1.18,波动率调整测试,6.66%,11.89%,7.37%,6.18%,波动率调整_30%_目标8%,58.55%,-4.98%,66.67%,1.0707,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2023年,30.00%,2.78,波动率调整测试,6.66%,12.17%,10.32%,3.56%,波动率调整_30%_目标8%,58.55%,-2.05%,58.33%,1.0989,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2024年,30.00%,2.33,波动率调整测试,6.66%,11.26%,11.56%,4.73%,波动率调整_30%_目标8%,58.55%,-2.69%,75.00%,1.1107,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2025年,30.00%,2.29,波动率调整测试,6.66%,13.19%,11.97%,5.00%,波动率调整_30%_目标8%,58.55%,-2.86%,75.00%,1.1152,8.00%,6.65%,22.36%,vol_scaled,
-6.87%,-7.05%,23,,2026年,30.00%,2.84,波动率调整测试,6.66%,13.32%,22.62%,7.28%,波动率调整_30%_目标8%,58.55%,-2.67%,100.00%,1.0464,8.00%,6.65%,22.36%,vol_scaled,
-7.03%,-7.24%,23,,全局 (Total),30.00%,1.87,波动率调整测试,6.85%,12.91%,10.72%,5.52%,波动率调整_30%_目标10%,56.59%,-7.31%,68.69%,2.2386,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,训练期 (2018-2020),30.00%,1.70,波动率调整测试,6.85%,13.49%,9.96%,5.67%,波动率调整_30%_目标10%,56.59%,-7.31%,66.67%,1.3145,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,验证期 (2021-2026),30.00%,1.97,波动率调整测试,6.85%,12.57%,11.16%,5.44%,波动率调整_30%_目标10%,56.59%,-4.98%,69.84%,1.7030,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2018年,30.00%,0.86,波动率调整测试,6.85%,12.97%,4.12%,4.81%,波动率调整_30%_目标10%,56.59%,-4.67%,66.67%,1.0390,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2019年,30.00%,2.77,波动率调整测试,6.85%,13.92%,14.01%,4.77%,波动率调整_30%_目标10%,56.59%,-2.65%,66.67%,1.1354,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2020年,30.00%,1.62,波动率调整测试,6.85%,13.58%,11.88%,7.10%,波动率调整_30%_目标10%,56.59%,-7.31%,66.67%,1.1143,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2021年,30.00%,1.71,波动率调整测试,6.85%,14.09%,11.11%,6.29%,波动率调整_30%_目标10%,56.59%,-3.30%,66.67%,1.1070,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2022年,30.00%,1.15,波动率调整测试,6.85%,11.89%,7.17%,6.18%,波动率调整_30%_目标10%,56.59%,-4.98%,66.67%,1.0688,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2023年,30.00%,2.69,波动率调整测试,6.85%,12.19%,10.28%,3.67%,波动率调整_30%_目标10%,56.59%,-2.05%,58.33%,1.0986,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2024年,30.00%,2.30,波动率调整测试,6.85%,11.26%,11.72%,4.86%,波动率调整_30%_目标10%,56.59%,-2.69%,75.00%,1.1123,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2025年,30.00%,2.42,波动率调整测试,6.85%,13.23%,13.20%,5.18%,波动率调整_30%_目标10%,56.59%,-2.86%,75.00%,1.1270,10.00%,8.31%,27.94%,vol_scaled,
-7.03%,-7.24%,23,,2026年,30.00%,2.66,波动率调整测试,6.85%,13.38%,22.00%,7.60%,波动率调整_30%_目标10%,56.59%,-2.77%,100.00%,1.0452,10.00%,8.31%,27.94%,vol_scaled,
-7.19%,-7.43%,23,,全局 (Total),30.00%,1.84,波动率调整测试,7.02%,12.92%,10.94%,5.72%,波动率调整_30%_目标12%,63.67%,-7.43%,66.67%,2.2738,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,训练期 (2018-2020),30.00%,1.70,波动率调整测试,7.02%,13.50%,10.46%,5.96%,波动率调整_30%_目标12%,63.67%,-7.43%,66.67%,1.3320,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,验证期 (2021-2026),30.00%,1.93,波动率调整测试,7.02%,12.59%,11.21%,5.58%,波动率调整_30%_目标12%,63.67%,-4.98%,66.67%,1.7071,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2018年,30.00%,0.78,波动率调整测试,7.02%,12.96%,3.85%,4.98%,波动率调整_30%_目标12%,63.67%,-5.09%,66.67%,1.0365,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2019年,30.00%,2.72,波动率调整测试,7.02%,13.94%,14.96%,5.19%,波动率调整_30%_目标12%,63.67%,-2.85%,66.67%,1.1445,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2020年,30.00%,1.66,波动率调整测试,7.02%,13.57%,12.76%,7.40%,波动率调整_30%_目标12%,63.67%,-7.43%,66.67%,1.1228,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2021年,30.00%,1.60,波动率调整测试,7.02%,14.10%,10.71%,6.50%,波动率调整_30%_目标12%,63.67%,-3.30%,58.33%,1.1031,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2022年,30.00%,1.12,波动率调整测试,7.02%,11.89%,6.97%,6.19%,波动率调整_30%_目标12%,63.67%,-4.98%,58.33%,1.0669,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2023年,30.00%,2.60,波动率调整测试,7.02%,12.21%,10.26%,3.79%,波动率调整_30%_目标12%,63.67%,-2.05%,58.33%,1.0983,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2024年,30.00%,2.27,波动率调整测试,7.02%,11.27%,11.88%,5.00%,波动率调整_30%_目标12%,63.67%,-2.69%,75.00%,1.1139,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2025年,30.00%,2.48,波动率调整测试,7.02%,13.26%,14.11%,5.38%,波动率调整_30%_目标12%,63.67%,-2.86%,75.00%,1.1357,12.00%,9.94%,30.00%,vol_scaled,
-7.19%,-7.43%,23,,2026年,30.00%,2.48,波动率调整测试,7.02%,13.44%,21.38%,7.95%,波动率调整_30%_目标12%,63.67%,-2.87%,100.00%,1.0440,12.00%,9.94%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,全局 (Total),30.00%,1.80,波动率调整测试,7.15%,12.93%,11.21%,6.02%,波动率调整_30%_目标15%,64.98%,-7.47%,66.67%,2.3178,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,训练期 (2018-2020),30.00%,1.69,波动率调整测试,7.15%,13.50%,11.20%,6.39%,波动率调整_30%_目标15%,64.98%,-7.47%,66.67%,1.3579,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,验证期 (2021-2026),30.00%,1.86,波动率调整测试,7.15%,12.60%,11.21%,5.80%,波动率调整_30%_目标15%,64.98%,-4.98%,66.67%,1.7069,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2018年,30.00%,0.67,波动率调整测试,7.15%,12.93%,3.45%,5.26%,波动率调整_30%_目标15%,64.98%,-5.77%,66.67%,1.0327,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2019年,30.00%,2.63,波动率调整测试,7.15%,13.98%,16.18%,5.76%,波动率调整_30%_目标15%,64.98%,-3.16%,66.67%,1.1563,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2020年,30.00%,1.74,波动率调整测试,7.15%,13.58%,14.25%,7.83%,波动率调整_30%_目标15%,64.98%,-7.47%,66.67%,1.1371,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2021年,30.00%,1.43,波动率调整测试,7.15%,14.12%,10.10%,6.90%,波动率调整_30%_目标15%,64.98%,-3.57%,58.33%,1.0973,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2022年,30.00%,1.07,波动率调整测试,7.15%,11.89%,6.67%,6.21%,波动率调整_30%_目标15%,64.98%,-4.98%,58.33%,1.0640,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2023年,30.00%,2.64,波动率调整测试,7.15%,12.21%,10.64%,3.86%,波动率调整_30%_目标15%,64.98%,-2.05%,58.33%,1.1019,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2024年,30.00%,2.22,波动率调整测试,7.15%,11.27%,12.13%,5.23%,波动率调整_30%_目标15%,64.98%,-2.69%,75.00%,1.1162,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2025年,30.00%,2.46,波动率调整测试,7.15%,13.30%,14.57%,5.59%,波动率调整_30%_目标15%,64.98%,-2.86%,75.00%,1.1401,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2026年,30.00%,2.25,波动率调整测试,7.15%,13.52%,20.65%,8.51%,波动率调整_30%_目标15%,64.98%,-2.99%,100.00%,1.0426,15.00%,11.92%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,全局 (Total),30.00%,1.76,波动率调整测试,7.12%,12.95%,11.37%,6.25%,波动率调整_30%_目标18%,64.98%,-7.47%,66.67%,2.3452,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,训练期 (2018-2020),30.00%,1.67,波动率调整测试,7.12%,13.52%,11.63%,6.71%,波动率调整_30%_目标18%,64.98%,-7.47%,66.67%,1.3729,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,验证期 (2021-2026),30.00%,1.81,波动率调整测试,7.12%,12.62%,11.23%,5.96%,波动率调整_30%_目标18%,64.98%,-4.98%,66.67%,1.7082,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2018年,30.00%,0.63,波动率调整测试,7.12%,12.94%,3.29%,5.41%,波动率调整_30%_目标18%,64.98%,-5.94%,66.67%,1.0312,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2019年,30.00%,2.54,波动率调整测试,7.12%,14.03%,17.09%,6.29%,波动率调整_30%_目标18%,64.98%,-3.47%,66.67%,1.1650,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2020年,30.00%,1.74,波动率调整测试,7.12%,13.59%,14.84%,8.14%,波动率调整_30%_目标18%,64.98%,-7.47%,66.67%,1.1428,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2021年,30.00%,1.32,波动率调整测试,7.12%,14.14%,9.78%,7.24%,波动率调整_30%_目标18%,64.98%,-3.87%,58.33%,1.0942,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2022年,30.00%,1.02,波动率调整测试,7.12%,11.90%,6.37%,6.22%,波动率调整_30%_目标18%,64.98%,-4.98%,58.33%,1.0611,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2023年,30.00%,2.71,波动率调整测试,7.12%,12.21%,11.01%,3.88%,波动率调整_30%_目标18%,64.98%,-2.05%,58.33%,1.1055,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2024年,30.00%,2.16,波动率调整测试,7.12%,11.28%,12.37%,5.47%,波动率调整_30%_目标18%,64.98%,-2.69%,75.00%,1.1186,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2025年,30.00%,2.44,波动率调整测试,7.12%,13.33%,14.84%,5.74%,波动率调整_30%_目标18%,64.98%,-2.86%,83.33%,1.1428,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2026年,30.00%,2.12,波动率调整测试,7.12%,13.59%,19.91%,8.74%,波动率调整_30%_目标18%,64.98%,-2.99%,66.67%,1.0412,18.00%,13.34%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,全局 (Total),30.00%,1.73,波动率调整测试,7.06%,12.95%,11.41%,6.35%,波动率调整_30%_目标20%,64.98%,-7.47%,67.68%,2.3511,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,训练期 (2018-2020),30.00%,1.65,波动率调整测试,7.06%,13.53%,11.71%,6.87%,波动率调整_30%_目标20%,64.98%,-7.47%,69.44%,1.3756,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,验证期 (2021-2026),30.00%,1.80,波动率调整测试,7.06%,12.62%,11.24%,6.03%,波动率调整_30%_目标20%,64.98%,-4.98%,66.67%,1.7092,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2018年,30.00%,0.62,波动率调整测试,7.06%,12.94%,3.32%,5.48%,波动率调整_30%_目标20%,64.98%,-5.94%,66.67%,1.0314,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2019年,30.00%,2.47,波动率调整测试,7.06%,14.05%,17.23%,6.54%,波动率调整_30%_目标20%,64.98%,-3.70%,75.00%,1.1664,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2020年,30.00%,1.72,波动率调整测试,7.06%,13.59%,14.91%,8.28%,波动率调整_30%_目标20%,64.98%,-7.47%,66.67%,1.1434,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2021年,30.00%,1.29,波动率调整测试,7.06%,14.15%,9.69%,7.36%,波动率调整_30%_目标20%,64.98%,-4.02%,58.33%,1.0933,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2022年,30.00%,0.99,波动率调整测试,7.06%,11.90%,6.19%,6.24%,波动率调整_30%_目标20%,64.98%,-4.98%,58.33%,1.0593,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2023年,30.00%,2.73,波动率调整测试,7.06%,12.21%,11.10%,3.88%,波动率调整_30%_目标20%,64.98%,-2.05%,58.33%,1.1064,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2024年,30.00%,2.12,波动率调整测试,7.06%,11.28%,12.54%,5.64%,波动率调整_30%_目标20%,64.98%,-2.69%,75.00%,1.1201,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2025年,30.00%,2.44,波动率调整测试,7.06%,13.34%,14.97%,5.78%,波动率调整_30%_目标20%,64.98%,-2.86%,83.33%,1.1440,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2026年,30.00%,2.11,波动率调整测试,7.06%,13.59%,19.79%,8.75%,波动率调整_30%_目标20%,64.98%,-2.99%,66.67%,1.0409,20.00%,13.89%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,全局 (Total),30.00%,1.70,波动率调整测试,6.96%,12.97%,11.50%,6.53%,波动率调整_30%_目标25%,64.98%,-7.47%,67.68%,2.3666,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,训练期 (2018-2020),30.00%,1.59,波动率调整测试,6.96%,13.55%,11.77%,7.15%,波动率调整_30%_目标25%,64.98%,-7.47%,69.44%,1.3779,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,验证期 (2021-2026),30.00%,1.78,波动率调整测试,6.96%,12.63%,11.35%,6.16%,波动率调整_30%_目标25%,64.98%,-4.98%,66.67%,1.7176,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2018年,30.00%,0.62,波动率调整测试,6.96%,12.95%,3.34%,5.53%,波动率调整_30%_目标25%,64.98%,-5.94%,66.67%,1.0317,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2019年,30.00%,2.30,波动率调整测试,6.96%,14.10%,17.25%,7.03%,波动率调整_30%_目标25%,64.98%,-4.33%,75.00%,1.1665,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2020年,30.00%,1.68,波动率调整测试,6.96%,13.60%,15.06%,8.55%,波动率调整_30%_目标25%,64.98%,-7.47%,66.67%,1.1449,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2021年,30.00%,1.26,波动率调整测试,6.96%,14.16%,9.64%,7.50%,波动率调整_30%_目标25%,64.98%,-4.14%,58.33%,1.0928,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2022年,30.00%,0.99,波动率调整测试,6.96%,11.90%,6.17%,6.24%,波动率调整_30%_目标25%,64.98%,-4.98%,58.33%,1.0592,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2023年,30.00%,2.73,波动率调整测试,6.96%,12.21%,11.10%,3.88%,波动率调整_30%_目标25%,64.98%,-2.05%,58.33%,1.1064,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2024年,30.00%,2.03,波动率调整测试,6.96%,11.29%,12.94%,6.10%,波动率调整_30%_目标25%,64.98%,-3.15%,75.00%,1.1240,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2025年,30.00%,2.47,波动率调整测试,6.96%,13.36%,15.22%,5.81%,波动率调整_30%_目标25%,64.98%,-2.86%,83.33%,1.1464,25.00%,14.69%,30.00%,vol_scaled,
-7.22%,-7.47%,23,,2026年,30.00%,2.10,波动率调整测试,6.96%,13.59%,19.76%,8.75%,波动率调整_30%_目标25%,64.98%,-2.99%,66.67%,1.0409,25.00%,14.69%,30.00%,vol_scaled,
-6.36%,-6.44%,23,,全局 (Total),30.00%,1.87,风险预算测试,6.25%,12.86%,9.70%,5.02%,风险预算_30%_预算15%,70.81%,-6.85%,72.73%,2.0811,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,训练期 (2018-2020),30.00%,1.63,风险预算测试,6.25%,13.49%,8.14%,4.88%,风险预算_30%_预算15%,70.81%,-6.85%,69.44%,1.2528,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,验证期 (2021-2026),30.00%,2.00,风险预算测试,6.25%,12.50%,10.61%,5.10%,风险预算_30%_预算15%,70.81%,-4.98%,74.60%,1.6612,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2018年,30.00%,1.18,风险预算测试,6.25%,13.04%,5.15%,4.34%,风险预算_30%_预算15%,70.81%,-3.45%,66.67%,1.0488,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2019年,30.00%,2.74,风险预算测试,6.25%,13.84%,10.21%,3.57%,风险预算_30%_预算15%,70.81%,-1.86%,75.00%,1.0987,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2020年,30.00%,1.40,风险预算测试,6.25%,13.58%,9.05%,6.33%,风险预算_30%_预算15%,70.81%,-6.85%,66.67%,1.0872,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2021年,30.00%,2.02,风险预算测试,6.25%,14.03%,12.43%,5.90%,风险预算_30%_预算15%,70.81%,-3.40%,66.67%,1.1196,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2022年,30.00%,1.25,风险预算测试,6.25%,11.88%,7.81%,6.17%,风险预算_30%_预算15%,70.81%,-4.98%,66.67%,1.0749,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2023年,30.00%,3.01,风险预算测试,6.25%,12.11%,10.59%,3.37%,风险预算_30%_预算15%,70.81%,-2.05%,75.00%,1.1014,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2024年,30.00%,2.39,风险预算测试,6.25%,11.25%,11.12%,4.46%,风险预算_30%_预算15%,70.81%,-2.69%,75.00%,1.1065,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2025年,30.00%,1.70,风险预算测试,6.25%,13.08%,8.20%,4.70%,风险预算_30%_预算15%,70.81%,-2.90%,83.33%,1.0789,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2026年,30.00%,3.32,风险预算测试,6.25%,13.15%,24.38%,6.65%,风险预算_30%_预算15%,70.81%,-2.39%,100.00%,1.0497,,2.02%,7.67%,risk_budget,15.00%
